elevation,aspect,slope,horz dist water,vert dist water,horz dist road,hillshade 9am,hillshade noon,hillshade 3pm,horz dist fire,wilderness area,cover
2666,135,26,85,36,1560,250,219,81,2537,1,2
2812,321,12,210,110,1282,188,228,179,1296,0,2
2982,234,7,42,6,1500,209,246,175,1732,0,2
3054,50,23,297,92,5028,223,184,84,2538,1,1
2520,98,8,256,-3,510,234,228,126,551,1,2
3179,54,17,108,10,4212,228,201,101,3298,1,1
2979,341,11,0,0,3301,196,223,166,1084,0,1
3269,267,12,570,126,4387,189,245,195,1142,1,2
2959,15,11,124,26,1959,210,217,143,2721,0,2
3047,59,13,365,56,5614,230,211,112,5032,1,1
3084,25,7,60,5,3666,217,225,145,1548,1,2
2948,66,11,301,53,1965,231,217,117,3065,0,2
3299,284,30,976,227,3760,126,225,232,2337,0,1
3013,36,11,124,20,845,219,216,131,1400,0,2
3237,67,12,162,14,3398,232,216,115,3111,0,2
2925,137,16,60,5,1101,243,232,113,3030,1,1
2969,351,11,371,113,778,199,221,159,1766,0,2
2978,19,10,450,0,3952,213,219,142,4678,1,2
3011,181,16,242,44,4477,224,248,152,1851,1,2
2972,62,16,95,7,4689,232,205,101,2553,1,2
3184,356,17,162,36,871,191,207,153,2001,1,2
3135,51,9,524,54,1691,225,221,129,2881,0,1
3213,28,17,552,137,571,211,201,122,1895,0,2
3196,88,7,0,0,5032,231,228,129,1885,1,1
3100,162,31,443,33,1771,232,230,104,1530,1,2
3257,345,16,256,29,1620,187,213,164,752,0,1
2996,173,9,480,-24,1273,226,245,151,1461,0,2
3358,284,12,481,90,3183,185,240,194,1782,1,1
2712,216,12,60,7,2362,207,252,179,1872,1,2
3024,161,12,735,138,5941,232,243,140,5448,1,2
3014,293,8,361,-11,1812,198,239,180,1611,0,2
2956,109,12,162,6,4523,241,226,113,3327,1,2
3506,95,21,895,221,2497,248,205,76,1121,1,1
2528,42,7,0,0,443,222,224,137,2107,1,2
3097,119,18,268,41,4089,248,221,94,607,1,2
3339,22,17,42,3,1485,207,201,126,3462,0,1
3157,333,8,268,33,4622,202,230,167,2483,1,2
3009,325,4,228,43,4172,210,235,163,1290,1,1
3085,344,10,124,10,2187,201,225,163,2279,0,1
3055,85,13,335,18,4603,238,217,108,760,1,2
3316,197,12,552,171,1188,217,250,166,4350,0,2
2885,192,17,30,2,1698,217,251,162,1237,0,2
2775,58,6,277,18,1892,225,227,137,2814,1,2
2763,155,19,201,58,1595,238,238,121,2333,0,2
2685,43,11,67,1,1829,222,217,128,5489,1,2
2888,18,12,134,20,1312,211,215,140,2512,0,2
3260,42,19,589,189,3603,219,195,104,1895,0,1
2764,177,17,400,180,1671,226,247,147,1253,0,2
3032,63,7,180,-4,631,227,225,132,1266,0,2
2917,182,11,524,62,2601,223,247,156,1931,0,2
3173,49,10,541,66,5673,224,219,128,674,1,1
2960,349,21,170,31,636,177,200,158,1825,0,1
3198,214,15,150,31,3013,204,253,181,1020,0,2
3032,350,7,60,2,4703,208,228,159,815,1,1
2981,80,11,268,36,3872,235,220,116,1928,1,2
3103,103,15,510,48,470,244,219,100,1195,0,1
3109,319,5,0,0,1358,206,235,168,1366,0,1
3151,307,5,0,0,1290,206,237,170,426,0,1
2998,315,1,285,20,5152,216,237,159,6076,1,2
3519,29,20,661,107,2716,209,194,114,1710,1,1
3526,88,24,845,241,2254,247,194,63,1500,1,1
3055,290,7,524,95,750,200,239,178,751,0,2
3048,100,19,677,243,677,247,211,85,1632,1,2
3169,105,16,258,21,708,245,219,98,2664,0,2
2871,41,14,295,37,1521,221,209,121,2803,0,1
3027,129,18,162,19,636,246,227,102,1471,0,2
2950,174,6,150,4,1749,224,243,153,2122,0,2
3230,158,5,277,27,4725,226,241,149,658,1,2
2907,285,13,67,22,2555,184,240,195,725,0,1
2924,126,4,42,1,1855,227,237,145,497,0,2
3011,100,5,875,85,5394,229,233,138,5934,1,2
2989,5,8,283,51,1114,210,225,152,2251,1,2
3273,172,12,175,0,3697,228,246,148,1672,0,2
3124,270,14,190,30,228,184,244,199,2335,0,1
2958,97,32,624,23,488,251,177,28,805,0,1
2940,236,14,942,145,2616,196,251,192,1348,0,2
3006,189,8,342,36,1401,221,246,160,2089,0,2
2851,52,20,201,56,1471,226,194,94,2826,0,1
3165,254,15,685,80,256,185,249,201,2583,0,2
2772,19,14,67,-5,2708,209,210,136,1987,0,2
2878,305,8,124,8,3160,198,236,177,3928,1,2
3136,177,10,192,14,2218,225,246,153,693,0,2
2972,129,10,60,4,4790,237,234,127,4871,1,1
3243,93,17,228,10,1878,244,212,92,1477,1,2
3249,346,16,42,10,3580,188,213,163,2408,0,1
3002,3,8,591,116,2543,209,225,153,1654,0,1
2905,60,12,182,-22,655,229,215,118,2047,1,2
2714,355,3,335,4,932,215,234,157,1924,1,1
3347,257,24,1167,228,3734,157,246,222,2527,0,2
2887,25,16,192,24,2888,211,204,126,2208,1,2
3041,69,23,319,79,4343,237,188,70,2418,1,2
3283,268,12,872,148,900,189,245,194,2503,0,2
2870,359,11,595,74,2054,204,220,154,1170,0,2
3050,111,8,300,16,6692,234,231,129,3396,1,2
3321,148,20,124,29,1530,242,234,112,3353,0,2
3067,315,7,60,9,4848,201,234,173,2856,1,1
3304,178,6,391,104,3350,223,244,155,543,0,1
2585,84,15,510,59,994,240,213,100,3803,1,2
3195,61,11,457,79,1218,229,217,120,1710,0,1
2898,135,7,306,66,751,231,237,139,1505,0,2
3110,108,13,201,-14,977,241,225,111,2215,1,2
3081,9,17,0,0,1019,198,203,139,330,0,1
2781,140,8,240,114,2970,232,238,138,6331,1,2
2981,72,3,420,49,1935,223,233,146,834,0,1
2857,61,28,108,58,120,230,172,56,1113,1,2
2880,41,5,95,12,2985,221,228,143,2676,1,2
3058,257,18,779,21,2117,174,248,211,990,0,2
2944,136,21,85,24,1187,247,226,97,3118,1,1
3350,301,11,518,10,3314,189,235,186,1668,1,1
3169,90,6,256,50,2643,229,231,136,1852,1,1
3046,275,13,150,11,2683,186,243,196,1374,0,2
3267,170,11,309,61,1631,228,245,148,1826,0,1
2965,135,4,379,46,5006,227,238,145,5595,1,1
3323,48,6,560,108,2120,223,226,139,2259,1,1
3220,278,20,553,79,277,162,239,215,2244,0,2
3213,172,13,150,24,3209,228,246,148,1201,0,2
3116,197,14,350,64,240,216,251,167,642,0,2
3065,315,11,90,22,190,192,231,180,485,0,1
3000,5,17,120,53,638,196,205,144,2497,1,1
3083,270,9,67,10,5996,197,243,186,2490,1,1
3255,68,12,192,54,3124,232,216,114,2324,1,1
3095,288,6,42,-3,834,203,239,175,1956,0,2
2435,258,21,67,20,390,167,247,216,216,0,2
2984,42,13,212,24,2100,222,211,122,959,0,2
2682,359,18,324,-28,2761,191,204,149,2483,0,2
3206,29,2,825,62,1170,218,233,152,2227,0,1
2777,326,5,218,39,1765,207,234,166,2364,1,2
2972,332,17,30,12,918,180,217,176,2227,0,1
3208,28,9,67,-11,2791,217,220,138,2210,1,1
2855,220,21,234,111,2846,191,254,193,1165,0,2
3079,76,10,42,6,1357,233,220,118,1273,1,2
2932,308,11,30,9,2943,190,233,183,1248,0,2
3233,20,26,443,157,911,193,176,109,850,1,1
2870,101,4,417,95,3653,226,234,144,5954,1,1
3045,237,7,242,62,2951,209,246,175,365,0,2
2936,45,10,124,7,4032,223,218,129,4950,1,2
3057,14,12,552,198,1641,209,216,143,3228,0,1
3068,45,7,0,0,3427,222,225,138,1302,0,1
3024,314,21,180,69,2490,160,219,196,1052,0,2
2975,74,16,430,88,1832,238,208,96,3182,0,2
3283,146,10,306,28,1116,234,239,135,1939,1,1
2968,85,10,30,6,2202,235,222,118,2802,0,2
3049,359,9,108,1,2550,206,223,155,2915,0,2
3069,2,13,451,18,4712,202,215,150,543,1,2
2929,82,14,30,8,2442,239,214,102,2497,0,1
3201,352,7,700,88,3384,208,229,158,3670,1,1
3189,34,9,484,20,2078,219,221,137,1020,0,1
3119,41,13,297,36,3572,221,210,122,2743,1,1
3148,127,9,306,15,5442,236,234,128,1816,1,1
3251,282,7,582,67,661,201,241,179,534,0,1
3300,347,12,285,-31,1495,197,221,161,1983,0,1
2906,88,14,216,51,1579,240,216,103,1448,1,2
2880,130,7,124,10,2041,233,236,136,2477,1,2
3242,90,2,0,0,6189,223,235,148,324,1,1
2995,188,18,1024,136,3015,219,250,159,1421,0,2
3227,154,11,180,14,5788,234,241,137,1101,1,1
2975,337,10,360,30,4475,199,227,167,5654,1,2
2899,84,9,162,35,3108,233,225,125,2514,1,2
3025,100,27,85,29,997,252,193,50,1655,0,1
2667,0,7,390,24,1392,210,228,155,5856,1,2
2780,210,27,42,17,3088,189,253,186,1410,0,2
2855,307,12,67,1,5341,186,232,187,706,1,2
3106,189,7,60,6,3187,221,246,160,5389,1,1
2966,265,8,258,4,5738,199,244,184,1959,1,1
2939,297,14,247,47,2026,180,235,195,1523,0,2
3143,83,21,42,5,1489,244,199,75,2461,1,1
2553,15,9,376,16,1126,212,221,146,4066,1,2
3086,62,11,85,6,2982,230,216,118,5655,1,1
3299,245,5,120,4,1273,210,244,172,1426,0,1
2867,52,8,216,20,3844,225,223,133,6461,1,2
3109,261,14,210,39,5604,184,247,201,2506,1,2
2942,74,8,242,33,4723,230,224,127,4153,1,1
3002,321,7,42,3,4228,203,234,170,603,1,1
2889,70,27,210,87,228,237,178,55,1253,1,2
2618,115,9,30,-5,841,236,232,127,5922,1,2
3332,77,17,153,47,1756,239,206,91,1863,1,1
2891,113,23,150,36,1575,252,210,74,1392,1,2
3168,327,25,134,21,2471,150,203,187,2854,1,1
3172,34,11,443,6,2030,219,216,132,979,0,1
3064,42,21,255,-8,3904,218,189,97,3711,1,1
3306,195,13,30,5,3302,217,250,165,1733,0,1
2863,3,12,350,52,1579,204,217,150,2984,0,1
2995,257,24,362,184,1518,155,246,224,331,0,2
3116,32,9,301,47,4247,218,221,138,2093,1,2
3017,351,14,190,9,4434,195,215,158,306,1,2
2543,160,12,42,3,2591,232,242,140,2353,0,2
2955,251,9,30,1,323,200,247,185,743,0,1
3124,90,5,150,15,4009,227,232,139,1694,1,2
3188,346,15,600,-2,3281,191,216,163,3280,1,1
3167,130,19,361,-152,350,247,225,98,3672,0,2
3138,105,8,95,2,713,234,230,128,2345,0,1
2909,297,26,85,7,785,140,222,218,1120,0,2
3200,3,16,430,73,2187,197,208,146,3442,0,1
2945,115,15,331,65,5504,245,224,104,3954,1,2
3036,202,13,384,82,1301,213,251,170,511,0,2
2713,3,8,360,0,983,209,225,153,1190,1,2
2748,295,11,67,17,2424,190,237,187,216,0,2
3082,34,7,67,0,3829,219,225,142,1025,1,1
3284,197,15,636,82,2486,215,251,167,1559,0,2
3023,66,16,162,35,1068,234,206,98,1740,0,2
3370,214,16,658,223,1337,203,254,183,4168,0,1
2902,317,9,124,16,4905,195,232,176,1429,1,2
3182,29,7,417,109,4764,218,224,142,1641,1,1
2866,39,15,361,-61,524,219,206,118,2012,1,2
2653,37,22,361,-3,600,214,186,98,1020,1,2
2965,162,2,361,68,4036,221,239,154,5382,1,2
3034,252,2,454,124,1831,214,240,164,2413,0,2
2939,102,14,242,10,5645,243,221,104,4262,1,2
3092,197,6,503,38,2724,219,245,162,1888,0,2
3101,18,4,240,16,1443,217,231,152,1445,0,2
2918,189,17,594,286,912,219,250,160,1710,0,2
2711,40,7,324,23,618,221,224,138,805,0,2
3028,45,9,60,4,3572,223,220,132,1917,1,2
2958,241,11,201,15,5640,199,249,187,2014,1,1
3336,47,8,212,136,3005,223,223,135,408,0,1
3282,133,8,360,84,1655,233,236,135,1601,1,2
3241,203,19,212,83,2281,206,253,175,1262,0,1
3286,32,9,180,7,3683,218,221,138,2179,1,1
3008,215,11,690,141,5831,209,251,177,3903,1,2
2990,257,13,342,98,2321,190,247,195,1302,0,2
3324,98,26,511,162,1680,251,192,52,2831,1,1
2980,59,7,537,34,1087,226,226,134,2201,1,2
2698,38,11,335,98,1154,220,215,128,2483,1,2
2552,142,17,90,21,810,242,234,115,210,1,2
2935,45,18,95,23,3419,222,198,104,1248,1,2
3063,114,23,277,107,703,252,211,75,2852,0,1
3239,47,12,424,23,2836,224,214,123,1065,0,1
3350,8,9,297,50,2227,210,223,150,1655,0,1
2737,353,6,85,10,1179,210,230,158,2140,0,2
3268,266,10,60,9,6152,195,245,188,277,1,1
3180,172,25,466,114,3487,227,242,132,904,0,2
3159,39,10,162,17,3118,221,218,131,4395,1,1
3009,3,16,95,22,1050,196,207,146,2002,0,2
3274,346,4,547,61,6127,212,233,159,771,1,1
2891,57,21,127,23,1687,229,191,86,2624,0,1
3008,337,6,745,112,5923,207,231,164,6330,1,2
2929,49,14,247,23,4636,225,208,114,1862,1,2
3155,138,13,90,13,3346,240,235,122,642,0,2
2638,306,12,376,13,1036,186,233,187,1560,1,2
3013,158,9,443,99,4719,231,242,143,1746,1,2
3216,289,11,180,6,309,188,239,191,841,0,1
2798,311,14,85,17,3754,182,230,187,5551,1,2
2783,2,7,127,19,3050,211,227,154,5340,1,2
3120,4,15,90,23,837,200,211,147,1892,1,2
2810,220,12,90,22,2089,206,251,180,1889,0,2
3035,182,26,216,-4,3241,217,246,146,900,0,2
3282,184,17,480,82,3235,222,249,154,636,0,1
3002,75,15,90,22,1148,237,212,103,2110,0,1
3260,48,6,513,69,3584,222,227,140,2502,1,1
2540,56,9,255,34,285,226,221,129,1307,1,2
3064,60,17,247,60,5613,231,203,100,4321,1,2
3167,343,16,382,81,3163,186,214,166,2546,0,1
3062,319,9,124,15,3273,198,232,174,404,1,1
2853,30,16,0,0,1080,214,204,122,2283,0,1
2869,56,7,426,43,781,225,225,134,1451,0,2
2985,61,12,180,-5,6165,230,215,116,3704,1,1
2994,278,10,60,9,2300,191,242,190,1388,0,2
2926,130,11,256,20,4660,239,234,123,1899,1,2
2834,70,12,30,-6,4194,233,215,112,1233,1,2
2928,278,20,752,282,1302,161,239,216,1943,0,2
3134,216,17,832,199,6176,201,254,185,1371,1,2
3242,140,21,210,28,920,246,229,102,2519,0,2
2684,156,5,95,9,1516,225,240,150,1543,0,2
3003,18,6,0,0,2912,216,227,149,1577,1,2
3160,38,19,690,100,1670,217,196,108,2160,0,1
3071,283,9,108,15,1572,194,241,186,1931,0,1
3217,147,14,108,28,4422,238,238,127,3524,0,1
3193,235,18,30,-9,865,186,253,200,2084,0,1
2900,315,9,470,30,4258,196,233,176,5638,1,1
2910,358,25,108,42,162,174,186,143,1972,1,1
2903,199,19,201,-7,1650,209,253,171,1323,0,2
2706,294,11,153,-9,1789,189,237,189,569,0,2
3206,26,7,390,33,5578,217,225,144,2704,1,2
2772,256,35,60,22,1138,119,236,240,1388,0,2
3164,90,12,30,6,949,239,220,110,2244,0,1
2831,118,23,90,12,2270,252,211,74,1113,0,2
3215,56,3,85,3,5169,222,232,146,331,1,1
3259,19,9,300,-19,1515,214,220,143,1595,1,1
3181,52,3,301,28,1557,221,233,149,240,0,1
2930,325,15,845,214,350,182,223,180,1490,0,2
2906,346,10,450,22,1849,200,223,162,3007,0,1
3033,85,11,268,64,5313,236,222,116,769,1,2
2676,350,8,283,111,674,205,226,159,2007,1,2
3252,278,13,706,117,726,185,242,197,2638,0,2
3159,21,11,591,66,3234,213,217,140,3252,1,1
3132,187,11,150,9,2291,221,248,159,805,0,2
2893,26,19,553,159,297,208,195,117,1146,0,2
3244,268,23,234,42,4195,154,241,223,1549,0,1
2752,25,16,210,85,2861,211,204,126,6492,1,1
2675,77,21,268,72,2287,241,197,77,808,0,2
3142,24,18,1019,98,2799,207,197,121,2197,0,2
3027,312,13,300,30,2589,184,230,186,979,0,1
2809,64,12,382,0,1813,231,215,114,2455,1,1
2886,128,29,170,88,5064,252,209,63,4518,1,2
3213,43,22,426,147,1020,218,185,91,573,1,1
3315,119,14,362,-10,1015,243,227,109,3487,0,2
3254,339,27,488,107,3932,152,190,170,2167,0,1
2943,177,9,309,27,4951,225,246,153,2676,1,2
3101,171,7,457,63,2155,226,244,151,1725,0,2
2888,212,26,484,181,577,187,253,189,1824,0,2
2919,20,13,543,124,3001,211,212,136,1256,0,2
3156,275,20,726,83,3427,163,240,215,2059,0,1
2995,169,8,510,221,4468,226,244,151,661,1,2
3133,28,18,497,64,1434,210,199,119,2114,0,1
2972,269,15,765,326,1510,181,244,202,2067,0,2
2817,18,11,0,0,916,211,216,141,1909,1,1
2890,28,25,616,286,1198,201,176,99,708,0,2
3035,296,7,67,2,819,200,238,178,1747,0,1
3156,113,26,234,73,1819,253,203,61,2643,1,2
3212,315,17,0,0,1924,172,223,191,1740,0,2
2907,46,13,162,32,3558,224,211,119,2936,1,2
2945,277,12,395,45,5502,186,242,195,4652,1,2
3096,231,14,514,59,2349,198,252,189,1159,0,2
3273,61,8,495,60,6186,227,223,129,730,1,1
2854,52,3,30,-3,150,221,233,149,2088,1,2
3129,18,10,300,23,3630,213,220,143,4345,1,1
3091,36,16,85,17,5286,217,203,117,2922,1,1
2576,317,12,362,106,696,187,229,182,648,0,2
2715,32,16,417,58,457,215,204,122,912,0,2
2875,127,20,192,73,212,248,223,94,1101,1,1
3044,96,16,424,-10,680,244,215,95,1140,0,1
3194,280,9,607,87,787,194,241,187,973,0,2
3137,70,14,484,89,1710,235,212,106,3415,0,1
2965,316,15,228,51,1650,179,226,187,1358,0,2
3221,135,4,0,0,4586,226,238,146,1892,1,1
2616,177,20,30,-8,1681,225,247,145,1383,0,2
2698,99,23,30,9,1294,250,202,67,1307,0,2
2775,328,14,67,18,2971,186,224,177,4835,1,2
2726,113,22,295,110,1473,251,211,76,797,1,2
2799,356,18,190,40,994,188,205,152,1940,0,1
3218,102,25,446,129,1328,252,199,59,1355,1,1
3077,207,1,485,-51,6187,218,239,158,2821,1,2
2918,95,18,576,48,1839,246,211,88,2744,0,2
2969,7,10,458,58,3593,208,221,150,1681,1,2
3317,310,20,671,132,824,160,221,199,342,0,1
2715,39,12,510,-31,1358,220,213,126,1410,1,2
2980,67,10,0,0,866,230,221,123,2737,1,2
3205,194,12,150,22,2340,218,250,164,691,0,1
3105,242,14,738,289,1645,193,250,194,531,0,2
3289,359,18,430,37,4480,191,204,149,841,0,1
2794,53,10,162,6,408,226,219,127,759,1,2
3152,63,13,90,-4,4113,231,214,113,3301,0,1
3055,79,20,150,54,2048,242,199,78,2916,0,1
3202,117,16,339,78,711,245,224,103,755,0,2
2940,148,10,30,-7,840,234,239,136,1621,0,2
2769,177,24,319,127,1608,224,245,140,1316,0,2
2922,117,4,297,31,1622,227,236,143,1275,0,2
2788,85,14,120,10,3077,240,215,102,6447,1,2
3279,271,16,210,58,2069,175,243,207,3275,1,1
2924,111,22,120,-3,300,251,210,76,649,1,1
2711,95,12,495,111,1328,239,222,112,2597,1,2
3215,94,10,60,10,2998,236,225,119,2382,1,1
3217,193,3,598,36,5901,219,242,159,2512,1,1
3104,340,16,350,81,2751,184,214,169,824,1,1
3123,101,27,258,61,3924,252,192,49,765,1,2
3246,296,7,376,65,2713,200,238,178,1012,0,1
2704,146,2,192,24,1233,221,238,153,3538,1,2
3350,276,13,190,28,3761,184,242,198,1852,0,1
3041,75,11,0,0,1146,234,219,116,1099,1,1
3392,235,25,319,137,3355,170,252,211,560,1,1
3008,125,11,446,43,5390,239,232,121,5940,1,2
2898,133,16,309,93,323,244,230,109,1320,1,2
3064,348,6,324,15,3180,209,231,160,362,1,1
2673,333,17,234,98,807,178,216,176,2190,1,2
3198,41,10,242,50,5730,221,218,131,2077,1,2
2787,152,16,85,24,3335,238,238,125,3159,1,1
3375,53,26,350,141,1914,224,175,70,2079,1,1
3181,85,8,190,33,789,232,226,126,2684,0,2
2899,160,5,228,17,3922,225,241,150,3750,1,2
3032,35,15,67,21,1082,217,206,121,1100,1,1
3028,334,8,108,16,3361,202,229,167,1814,1,1
3021,346,8,319,42,5204,205,228,161,1104,1,2
3233,21,11,785,72,2707,212,216,139,3282,0,1
3031,225,13,67,4,5748,202,252,185,2568,1,1
3121,251,10,134,7,5552,198,247,187,3144,1,2
2586,130,12,335,6,837,240,233,122,95,1,2
2910,4,17,330,122,1775,195,205,145,2539,0,2
2622,117,11,424,23,459,239,230,120,1357,1,2
2690,322,13,30,8,2580,187,227,179,685,0,2
2943,42,22,792,86,2343,218,187,95,1209,0,2
3114,126,20,661,178,1209,249,222,91,2167,0,2
3176,128,8,30,3,1595,234,235,133,2724,1,2
3034,57,5,201,26,2481,223,229,142,962,1,1
3034,65,10,484,43,5549,230,221,123,5261,1,1
2949,68,22,295,74,417,236,191,75,1492,1,2
3244,120,20,90,6,4619,250,219,88,3747,0,1
3258,347,16,150,54,1739,187,212,162,2894,1,1
3035,342,12,90,18,3554,196,222,165,768,0,1
2665,176,21,153,50,1395,225,246,142,2352,1,2
3101,353,6,404,86,4764,210,230,158,391,1,2
3158,317,13,120,19,2513,186,229,182,443,0,1
3294,343,13,679,225,3132,193,219,165,3448,0,2
2801,100,7,446,29,3077,231,231,133,6580,1,2
3311,175,18,417,72,4546,227,246,144,2510,0,1
3224,91,9,30,6,1652,235,226,122,721,0,1
2759,25,22,60,1,1855,203,187,112,1742,0,2
3124,264,17,350,57,5833,176,246,207,2061,1,2
3073,332,12,190,15,3330,191,224,172,450,1,1
2762,58,4,108,-1,1951,223,230,143,1235,1,2
2733,345,17,42,12,2605,184,211,164,5314,1,2
3062,77,18,180,32,4823,240,204,88,2800,1,1
2985,76,10,67,12,4924,233,220,118,1250,1,2
2957,202,20,175,70,1718,207,253,174,1077,0,2
2992,27,13,418,95,2947,214,212,131,778,0,2
2714,315,2,60,-1,2461,214,237,161,4517,1,2
3142,318,6,175,47,4460,204,235,169,1277,1,1
2968,124,12,192,46,4165,240,231,119,5210,1,2
2876,286,15,648,156,295,177,238,201,1716,0,2
3043,275,11,170,33,2972,191,243,191,949,0,2
2645,11,10,210,50,1381,209,220,147,1195,1,2
2982,66,9,268,37,5638,229,223,127,3789,1,2
3067,274,11,564,27,5177,192,243,191,655,1,2
2835,27,25,150,53,1541,201,178,102,1812,0,2
2607,43,8,240,-20,3085,222,222,135,2691,0,1
3354,157,17,376,62,3024,236,240,128,1195,0,1
3109,206,7,390,-39,6204,216,247,166,1328,1,1
2753,67,6,218,37,2382,227,228,135,6726,1,2
3217,340,6,60,-5,4141,208,232,162,1205,1,1
3215,300,14,702,91,3477,181,234,193,1158,0,1
3181,157,8,295,13,3439,229,241,145,569,0,2
3022,315,10,484,112,1651,194,232,178,2341,0,2
2662,89,18,30,7,1910,244,208,86,360,0,2
2876,27,1,342,18,2925,218,236,155,3709,1,2
3017,246,32,552,220,2263,140,245,230,1218,0,1
3190,157,12,134,6,3394,233,242,137,402,0,2
2632,334,11,30,8,1158,194,225,170,6274,1,2
3181,155,7,30,1,3540,228,241,146,3145,1,1
3146,313,10,371,9,1852,193,233,179,721,0,1
2707,35,11,120,9,1645,219,215,130,1774,0,2
3093,99,5,323,30,1833,228,233,140,2182,1,2
2985,60,17,150,18,638,231,202,99,524,1,1
3191,122,13,127,9,3896,242,229,114,1920,0,2
2672,266,30,90,38,1172,132,237,235,1315,0,2
3011,25,13,497,92,5060,213,210,132,5880,1,1
3045,299,14,153,50,2448,179,234,195,1560,0,2
2899,70,9,589,101,2697,230,223,125,361,0,1
2610,70,11,95,-9,1290,232,218,117,301,1,2
2935,77,3,42,2,1187,224,233,145,2313,1,1
2960,111,19,42,12,480,248,217,89,1592,0,2
3120,316,22,150,50,4337,155,215,197,1050,1,1
3137,291,11,108,4,2355,188,238,190,735,0,1
2877,227,22,301,99,2040,182,254,201,2049,0,2
2899,216,13,633,259,1101,207,252,179,1834,0,2
3036,126,8,277,60,1230,234,235,132,1194,0,2
2677,317,20,175,61,1024,163,218,193,1867,1,2
3126,105,5,30,-6,837,229,233,138,2079,1,1
3171,27,15,256,36,531,212,206,126,2501,0,2
2798,306,11,175,52,2430,189,234,184,592,0,1
2832,113,2,0,0,2463,222,237,151,2294,1,2
3267,77,8,470,62,3165,230,226,129,4546,1,1
2732,231,34,60,3,1635,148,247,218,1180,0,2
3201,52,8,60,16,1430,225,223,133,2548,0,1
2799,100,25,67,14,228,251,198,59,1471,1,2
3354,95,10,182,31,1608,237,225,118,3278,0,1
2948,0,9,730,197,949,206,222,154,2634,0,2
2968,74,14,228,29,6132,236,213,106,3797,1,1
3036,295,15,120,15,2952,175,234,199,2491,0,1
3066,117,10,592,-4,1784,237,231,124,2446,1,2
2573,48,29,297,145,888,217,164,63,924,0,2
3244,292,11,552,-30,2683,188,238,189,300,0,1
3376,86,11,300,94,2047,236,221,115,2875,1,1
2606,352,13,192,52,402,198,218,158,1804,1,2
3104,321,9,319,6,2382,196,231,175,2230,0,2
2847,90,6,607,21,720,229,231,136,1380,0,2
3025,72,12,212,52,2183,233,217,115,2650,0,1
3007,273,18,153,55,1359,169,242,211,2156,0,2
2872,79,14,400,84,1230,238,213,103,1544,0,2
3209,210,25,180,52,1837,191,254,186,4170,0,1
3060,256,14,228,23,3130,187,248,199,1593,0,1
2640,205,25,42,14,638,197,253,179,1406,0,2
3004,280,9,256,3,3037,194,241,187,1321,0,1
2802,52,3,180,22,1381,221,233,149,2475,0,1
3037,127,14,361,-22,5779,243,230,112,2797,1,1
2961,204,31,150,61,1994,188,249,177,2079,0,2
3214,268,29,124,39,1124,134,236,234,2480,1,1
3312,349,14,277,43,1231,194,217,160,722,1,1
3001,91,9,342,36,5285,235,226,122,5961,1,2
2750,304,5,42,-6,335,206,237,171,1120,1,2
3004,85,10,228,36,4032,235,223,119,2259,1,2
3208,329,1,0,0,5165,215,237,159,514,1,1
3229,90,12,552,80,604,239,220,110,1761,1,2
2905,0,27,150,46,150,171,179,137,1914,1,1
3140,135,7,212,2,845,231,237,139,2197,0,1
2978,193,12,558,65,5515,219,249,163,4101,1,2
2571,357,18,42,9,2160,189,205,151,2285,0,2
3140,43,11,124,6,765,222,216,127,5158,0,1
2945,6,7,67,6,2200,211,226,152,2018,1,1
2916,0,8,42,4,2933,209,226,155,1482,0,1
3091,328,8,277,21,2524,202,231,169,2345,0,1
3130,354,11,691,113,1557,202,221,157,2281,0,1
3056,184,12,0,0,2635,222,248,157,725,0,1
2952,15,13,553,39,4367,208,213,141,4311,1,2
3151,79,5,366,17,4322,226,231,139,1945,1,2
2932,329,11,450,55,451,194,227,172,953,0,1
3155,126,14,240,38,484,243,229,112,1584,0,2
3263,345,22,750,135,1177,172,200,163,2110,0,2
3109,135,17,379,85,3461,245,230,108,2819,1,1
3168,119,7,655,-16,607,233,234,133,973,0,2
3143,234,15,255,29,4697,194,252,193,3170,1,1
3186,131,5,42,4,4237,228,237,143,811,0,1
3236,271,23,360,129,313,154,240,222,721,0,1
2973,349,8,361,111,2770,205,226,160,2448,1,2
3035,80,5,60,-4,3216,227,230,137,5356,1,1
2797,97,10,295,38,1130,237,225,119,2589,0,2
2789,308,3,30,-5,1725,212,237,164,1600,1,2
3225,86,10,474,77,5943,234,224,120,1869,1,1
2965,305,26,175,42,3133,140,216,212,1387,0,1
3043,162,7,400,3,3331,227,242,148,912,0,2
2221,320,26,30,6,108,143,204,196,690,0,2
2635,0,17,180,48,2137,193,206,148,1624,0,2
2977,253,23,591,328,1847,161,248,220,1687,0,2
3245,63,12,474,111,845,230,216,117,5408,0,1
3088,121,4,270,21,1261,227,236,144,1084,1,1
3098,27,14,402,82,1677,213,208,128,3610,0,1
3325,311,20,1041,215,1470,164,222,197,2854,0,1
2992,24,17,618,18,2423,209,202,125,2263,0,2
3237,180,10,335,35,2563,224,247,155,1316,0,1
2740,343,6,510,116,1421,208,231,161,666,1,2
3030,70,22,604,213,751,238,190,72,902,0,2
2789,186,20,150,34,1259,218,250,156,1640,0,2
2883,113,6,201,28,3782,231,234,136,5600,1,2
